tool_name,category,release_year,pricing,open_source,github_stars,company,monthly_users,tags
AITool_1588,LLM,2025,Free,No,55795,Google,446372,"voice,marketing,assistant"
AITool_1589,LLM,2022,Free,Yes,8930,AWS,45906715,"marketing,automation,developer"
AITool_1590,Research AI,2023,Paid,No,83929,Adobe,19310830,"assistant,voice,chatbot"
AITool_1591,Music AI,2022,Enterprise,Yes,174073,Startup,32543633,"marketing,assistant,chatbot"
AITool_1592,Speech AI,2023,Freemium,No,86501,Meta,34298679,"marketing,chatbot,image"
AITool_1593,LLM,2024,Paid,Yes,108569,Microsoft,26015687,"assistant,image,research"
AITool_1594,Research AI,2025,Freemium,No,133290,OpenAI,42821990,"productivity,text,image"
AITool_1595,Music AI,2020,Free,No,154948,Independent,47082990,"video,voice,design"
AITool_1596,LLM,2024,Enterprise,No,67970,Adobe,7739924,"chatbot,marketing,productivity"
AITool_1597,Video AI,2022,Enterprise,No,108109,OpenAI,14403009,"design,assistant,marketing"
AITool_1598,Video AI,2025,Enterprise,No,117182,Microsoft,37409251,"automation,text,video"
AITool_1599,Music AI,2021,Enterprise,Yes,112296,Meta,44806237,"image,automation,assistant"
AITool_1600,LLM,2025,Enterprise,Yes,180867,AWS,12311604,"image,design,research"
AITool_1601,Design AI,2021,Free,Yes,130159,AWS,2203848,"assistant,marketing,design"
AITool_1602,Productivity AI,2024,Paid,No,161077,Anthropic,20084350,"voice,chatbot,research"
AITool_1603,LLM,2023,Freemium,Yes,59242,Independent,46088038,"productivity,design,image"
AITool_1604,Video AI,2024,Free,Yes,89215,Meta,17845019,"marketing,developer,chatbot"
AITool_1605,Image Generation,2026,Free,No,15412,Adobe,11964793,"developer,automation,chatbot"
AITool_1606,Video AI,2025,Paid,Yes,34164,Adobe,5356850,"marketing,productivity,assistant"
AITool_1607,Design AI,2020,Free,No,41491,Independent,3907700,"marketing,voice,video"
AITool_1608,Speech AI,2021,Enterprise,No,56718,Meta,25389148,"assistant,automation,chatbot"
AITool_1609,Marketing AI,2023,Free,No,187786,Independent,39193866,"voice,productivity,video"
AITool_1610,Video AI,2021,Paid,No,43447,OpenAI,33161493,"assistant,productivity,research"
AITool_1611,Productivity AI,2026,Enterprise,Yes,77168,Meta,29664676,"chatbot,automation,voice"
AITool_1612,Image Generation,2022,Paid,No,47049,Microsoft,31882121,"chatbot,assistant,image"
AITool_1613,LLM,2021,Freemium,Yes,75658,Google,41617633,"productivity,image,design"
AITool_1614,Coding Assistant,2023,Paid,Yes,159158,Meta,46901338,"image,developer,voice"
AITool_1615,Coding Assistant,2026,Freemium,Yes,75687,AWS,6734666,"productivity,research,text"
AITool_1616,Image Generation,2021,Free,Yes,2879,Google,42249464,"productivity,voice,design"
AITool_1617,Music AI,2026,Free,Yes,158466,OpenAI,40424263,"chatbot,marketing,productivity"
AITool_1618,Marketing AI,2025,Freemium,No,183115,Adobe,21916689,"productivity,video,chatbot"
AITool_1619,Video AI,2023,Free,Yes,191622,AWS,10935083,"assistant,marketing,voice"
AITool_1620,Speech AI,2021,Free,Yes,118606,Microsoft,15628630,"voice,image,video"
AITool_1621,Image Generation,2024,Freemium,Yes,65208,Startup,13073905,"automation,assistant,marketing"
AITool_1622,Design AI,2020,Enterprise,Yes,160253,AWS,30652202,"automation,text,developer"
AITool_1623,Speech AI,2024,Freemium,No,5272,Independent,28907389,"marketing,design,productivity"
AITool_1624,LLM,2020,Paid,No,129711,Meta,42164277,"video,marketing,chatbot"
AITool_1625,Image Generation,2026,Paid,Yes,18937,Startup,45064497,"research,image,chatbot"
AITool_1626,Productivity AI,2021,Paid,Yes,53784,OpenAI,37220179,"image,automation,voice"
AITool_1627,LLM,2022,Enterprise,Yes,118971,AWS,156502,"image,voice,text"
AITool_1628,Productivity AI,2023,Freemium,Yes,91493,Anthropic,40936506,"assistant,research,developer"
AITool_1629,Research AI,2026,Enterprise,Yes,148191,Anthropic,46928897,"assistant,voice,automation"
AITool_1630,Image Generation,2025,Freemium,Yes,196096,Startup,23417410,"automation,developer,marketing"
AITool_1631,Research AI,2024,Freemium,Yes,1404,Google,24101689,"automation,assistant,design"
AITool_1632,Music AI,2025,Paid,Yes,175755,Google,2870715,"video,image,research"
AITool_1633,Image Generation,2022,Paid,Yes,167321,AWS,17611419,"research,marketing,text"
AITool_1634,Marketing AI,2020,Freemium,Yes,23180,Google,12563719,"video,assistant,research"
AITool_1635,LLM,2023,Enterprise,Yes,183398,AWS,36214048,"design,assistant,image"
AITool_1636,Research AI,2025,Freemium,Yes,31311,Anthropic,2403511,"developer,research,voice"
AITool_1637,Speech AI,2023,Freemium,Yes,67408,Adobe,5816256,"automation,chatbot,design"
AITool_1638,Speech AI,2023,Freemium,No,59145,Anthropic,32412555,"research,voice,video"
AITool_1639,Music AI,2022,Free,Yes,120895,Google,14669183,"marketing,chatbot,design"
AITool_1640,Video AI,2026,Free,Yes,112878,Adobe,16414840,"design,text,automation"
AITool_1641,Speech AI,2025,Paid,No,88703,Microsoft,2784494,"chatbot,video,productivity"
AITool_1642,Coding Assistant,2020,Freemium,Yes,46946,Meta,11660819,"text,video,marketing"
AITool_1643,LLM,2023,Paid,Yes,157484,Adobe,40117365,"marketing,developer,image"
AITool_1644,LLM,2026,Freemium,Yes,102175,Startup,24779082,"productivity,video,marketing"
AITool_1645,Design AI,2021,Enterprise,No,161387,OpenAI,5369223,"assistant,chatbot,productivity"
AITool_1646,LLM,2024,Paid,No,124345,Adobe,23150714,"video,text,productivity"
AITool_1647,Music AI,2023,Paid,Yes,143404,AWS,22461017,"marketing,voice,chatbot"
AITool_1648,Image Generation,2025,Paid,Yes,126270,Independent,27462154,"text,developer,design"
AITool_1649,Coding Assistant,2020,Free,Yes,45432,OpenAI,47746697,"productivity,voice,video"
AITool_1650,LLM,2026,Freemium,Yes,75363,Adobe,30723236,"productivity,developer,marketing"
AITool_1651,LLM,2025,Enterprise,Yes,91938,OpenAI,45464014,"assistant,design,voice"
AITool_1652,Marketing AI,2026,Freemium,Yes,110189,Anthropic,13520084,"design,voice,video"
AITool_1653,Marketing AI,2026,Paid,Yes,173151,Anthropic,32148016,"video,voice,image"
AITool_1654,Video AI,2024,Free,Yes,95011,OpenAI,11321941,"marketing,assistant,developer"
AITool_1655,Music AI,2020,Enterprise,Yes,139337,Adobe,41943194,"design,research,productivity"
AITool_1656,Marketing AI,2023,Free,Yes,196165,Microsoft,38713889,"voice,design,automation"
AITool_1657,Image Generation,2024,Enterprise,No,146890,AWS,23518261,"chatbot,image,voice"
AITool_1658,Image Generation,2026,Enterprise,No,75677,Startup,48003394,"text,automation,chatbot"
AITool_1659,Productivity AI,2023,Freemium,No,44439,Google,37990919,"productivity,voice,developer"
AITool_1660,Speech AI,2023,Enterprise,No,16736,Microsoft,18109197,"image,research,automation"
AITool_1661,Music AI,2024,Freemium,Yes,94652,Google,4198643,"marketing,automation,image"
AITool_1662,Image Generation,2022,Paid,No,171915,AWS,9098325,"marketing,video,chatbot"
AITool_1663,LLM,2023,Freemium,No,4930,AWS,28906861,"voice,design,text"
AITool_1664,LLM,2024,Free,No,17616,OpenAI,40357838,"text,image,automation"
AITool_1665,Design AI,2026,Free,Yes,62574,Adobe,26026181,"research,voice,assistant"
AITool_1666,Music AI,2026,Paid,No,151390,Anthropic,47288496,"research,chatbot,image"
AITool_1667,Marketing AI,2025,Free,Yes,198753,Meta,20154225,"research,text,developer"
AITool_1668,Speech AI,2026,Enterprise,No,34600,OpenAI,44912611,"voice,chatbot,productivity"
AITool_1669,LLM,2025,Paid,No,81415,Independent,40688345,"image,voice,assistant"
AITool_1670,LLM,2026,Freemium,No,75040,Microsoft,38683926,"assistant,developer,text"
AITool_1671,Marketing AI,2026,Enterprise,Yes,111942,Anthropic,33593741,"video,voice,research"
AITool_1672,Marketing AI,2024,Enterprise,No,158019,Independent,25349810,"automation,chatbot,marketing"
AITool_1673,Research AI,2023,Enterprise,No,36071,Startup,37897902,"productivity,chatbot,design"
AITool_1674,Productivity AI,2022,Paid,No,76010,Startup,11897301,"automation,chatbot,video"
AITool_1675,Research AI,2023,Paid,No,160826,Adobe,31005765,"automation,productivity,text"
AITool_1676,Image Generation,2020,Enterprise,Yes,74835,Google,875334,"automation,image,voice"
AITool_1677,Research AI,2022,Freemium,Yes,140228,AWS,29199643,"text,productivity,voice"
AITool_1678,LLM,2021,Free,No,163907,Adobe,40503931,"text,marketing,chatbot"
AITool_1679,Speech AI,2024,Paid,Yes,130625,Microsoft,18453904,"voice,marketing,chatbot"
AITool_1680,Image Generation,2020,Paid,Yes,163935,Microsoft,15356891,"voice,automation,assistant"
AITool_1681,Image Generation,2025,Freemium,No,107607,AWS,2332845,"productivity,video,research"
AITool_1682,LLM,2024,Paid,Yes,58880,Microsoft,37203064,"developer,text,video"
AITool_1683,Design AI,2020,Paid,No,140440,Microsoft,40349713,"design,text,productivity"
AITool_1684,Coding Assistant,2024,Enterprise,No,112512,Independent,45640725,"voice,image,chatbot"
AITool_1685,LLM,2024,Paid,No,61356,Independent,30021962,"automation,productivity,developer"
AITool_1686,Marketing AI,2023,Freemium,No,41318,Adobe,43888401,"productivity,developer,automation"
AITool_1687,Speech AI,2024,Free,No,180720,Independent,3274260,"marketing,video,text"
AITool_1688,Coding Assistant,2025,Paid,No,169932,Meta,45119860,"automation,productivity,assistant"
AITool_1689,Productivity AI,2021,Paid,Yes,132433,Independent,2236356,"image,text,design"
AITool_1690,LLM,2023,Freemium,No,141118,Meta,33957486,"assistant,design,automation"
AITool_1691,Coding Assistant,2022,Enterprise,Yes,66001,Startup,6373364,"assistant,research,marketing"
AITool_1692,Music AI,2021,Freemium,No,191342,Independent,34639432,"image,research,video"
AITool_1693,Marketing AI,2021,Free,Yes,141711,AWS,33614278,"marketing,chatbot,developer"
AITool_1694,Design AI,2025,Enterprise,No,49530,Google,14740681,"assistant,image,developer"
AITool_1695,Image Generation,2024,Free,No,90066,Adobe,36599215,"voice,developer,text"
AITool_1696,Music AI,2020,Paid,No,146502,AWS,18401548,"design,text,marketing"
AITool_1697,Image Generation,2020,Freemium,Yes,160777,Meta,14559183,"developer,voice,chatbot"
AITool_1698,Speech AI,2024,Free,No,163337,Meta,49650285,"chatbot,assistant,productivity"
AITool_1699,Coding Assistant,2022,Free,Yes,109529,Adobe,7020455,"chatbot,productivity,voice"
AITool_1700,Design AI,2022,Freemium,No,179235,Independent,24580674,"design,developer,assistant"
AITool_1701,Coding Assistant,2020,Freemium,No,52068,Meta,49511428,"chatbot,developer,marketing"
AITool_1702,Video AI,2026,Freemium,No,18662,Anthropic,23828070,"text,chatbot,automation"
AITool_1703,Video AI,2023,Free,Yes,113921,AWS,25312427,"voice,assistant,marketing"
AITool_1704,Coding Assistant,2021,Free,Yes,107921,AWS,5878994,"voice,research,chatbot"
AITool_1705,Image Generation,2023,Freemium,Yes,195647,Adobe,43928311,"design,video,assistant"
AITool_1706,Music AI,2021,Free,No,40381,Meta,18180013,"design,voice,developer"
AITool_1707,LLM,2020,Freemium,No,61326,Anthropic,13690579,"developer,marketing,productivity"
AITool_1708,Design AI,2020,Paid,Yes,113507,Microsoft,48251287,"text,productivity,image"
AITool_1709,Research AI,2022,Free,No,83690,Independent,26172790,"chatbot,image,research"
AITool_1710,Productivity AI,2023,Freemium,No,37658,Independent,22808345,"research,productivity,assistant"
AITool_1711,Marketing AI,2025,Free,Yes,186565,Microsoft,25757831,"developer,marketing,voice"
AITool_1712,Coding Assistant,2023,Enterprise,No,186882,Startup,27330962,"design,image,video"
AITool_1713,Video AI,2023,Paid,No,63959,AWS,23378833,"productivity,developer,text"
AITool_1714,Marketing AI,2020,Enterprise,Yes,113170,Anthropic,27638157,"text,video,design"
AITool_1715,Design AI,2021,Freemium,Yes,69118,OpenAI,41269312,"developer,image,text"
AITool_1716,LLM,2020,Enterprise,Yes,100063,Independent,14082505,"assistant,image,marketing"
AITool_1717,Research AI,2025,Enterprise,No,15480,AWS,30709243,"design,chatbot,developer"
AITool_1718,Coding Assistant,2022,Freemium,Yes,17818,Adobe,39424728,"productivity,developer,automation"
AITool_1719,Coding Assistant,2024,Freemium,No,45816,Microsoft,4794482,"image,design,voice"
AITool_1720,Coding Assistant,2025,Freemium,Yes,12068,AWS,19056686,"assistant,automation,design"
AITool_1721,Coding Assistant,2025,Enterprise,No,146486,Meta,21887066,"text,video,marketing"
AITool_1722,Productivity AI,2022,Paid,No,95725,Google,12210330,"research,voice,automation"
AITool_1723,Productivity AI,2026,Freemium,No,9554,Adobe,14303186,"automation,chatbot,voice"
AITool_1724,LLM,2023,Paid,Yes,184597,Anthropic,1124952,"voice,research,developer"
AITool_1725,Marketing AI,2025,Paid,No,137264,Microsoft,785940,"assistant,automation,marketing"
AITool_1726,Video AI,2023,Freemium,Yes,143468,Independent,3473141,"video,automation,image"
AITool_1727,Productivity AI,2026,Enterprise,Yes,103935,Startup,2395404,"video,automation,voice"
AITool_1728,Research AI,2025,Enterprise,Yes,74543,Google,8114896,"video,design,chatbot"
AITool_1729,Speech AI,2022,Freemium,Yes,2397,Anthropic,42155700,"voice,video,research"
AITool_1730,Music AI,2024,Freemium,Yes,196710,Microsoft,335769,"video,assistant,developer"
AITool_1731,Productivity AI,2021,Paid,No,138429,Meta,18741113,"marketing,text,image"
AITool_1732,LLM,2026,Paid,No,67867,Microsoft,13677841,"automation,text,design"
AITool_1733,Music AI,2020,Freemium,No,169953,Startup,16013560,"design,marketing,research"
AITool_1734,Design AI,2023,Paid,No,35063,Independent,27242815,"video,automation,research"
AITool_1735,Research AI,2026,Freemium,Yes,106657,Microsoft,40790420,"marketing,automation,video"
AITool_1736,Productivity AI,2021,Free,Yes,172866,Meta,16747602,"developer,assistant,chatbot"
AITool_1737,Image Generation,2021,Freemium,Yes,72468,Anthropic,22909417,"research,assistant,developer"
AITool_1738,Video AI,2020,Freemium,Yes,34379,Meta,36415852,"text,video,design"
AITool_1739,Speech AI,2025,Free,Yes,108531,OpenAI,41362379,"automation,assistant,voice"
AITool_1740,Speech AI,2021,Paid,Yes,50576,Adobe,31522761,"design,text,productivity"
AITool_1741,Design AI,2025,Paid,Yes,168871,Google,37263687,"text,developer,image"
AITool_1742,Video AI,2021,Freemium,No,54429,Meta,41988326,"marketing,assistant,research"
AITool_1743,Research AI,2020,Paid,No,32462,OpenAI,37862792,"automation,voice,chatbot"
AITool_1744,Marketing AI,2020,Enterprise,Yes,125325,Startup,14524668,"research,text,marketing"
AITool_1745,LLM,2020,Freemium,Yes,182652,OpenAI,43455000,"developer,assistant,marketing"
AITool_1746,Coding Assistant,2022,Free,No,67709,AWS,26584047,"research,assistant,chatbot"
AITool_1747,Music AI,2023,Freemium,Yes,198537,OpenAI,17191937,"text,developer,automation"
AITool_1748,Design AI,2024,Freemium,No,102016,Meta,25932437,"voice,automation,marketing"
AITool_1749,Image Generation,2025,Free,No,168507,Independent,34080465,"productivity,automation,chatbot"
AITool_1750,Music AI,2025,Freemium,No,186491,Microsoft,9967928,"video,research,automation"
AITool_1751,Research AI,2021,Enterprise,No,114296,AWS,465489,"chatbot,image,research"
AITool_1752,Coding Assistant,2024,Paid,Yes,160177,Adobe,21081746,"productivity,developer,research"
AITool_1753,LLM,2021,Free,Yes,15709,Adobe,14093106,"text,design,video"
AITool_1754,Productivity AI,2023,Paid,No,108920,Anthropic,40453339,"research,image,productivity"
AITool_1755,Music AI,2022,Free,No,178405,Anthropic,18887470,"image,video,automation"
AITool_1756,LLM,2021,Freemium,Yes,177886,Startup,20892394,"image,automation,marketing"
AITool_1757,Speech AI,2021,Freemium,Yes,66727,Adobe,8467836,"productivity,research,assistant"
AITool_1758,Speech AI,2021,Freemium,No,40647,OpenAI,49001096,"image,video,voice"
AITool_1759,Coding Assistant,2026,Free,Yes,44369,Anthropic,18433580,"design,developer,voice"
AITool_1760,Productivity AI,2020,Paid,Yes,186238,Anthropic,42535752,"image,developer,voice"
AITool_1761,Image Generation,2020,Free,Yes,132684,Google,1194328,"design,automation,voice"
AITool_1762,Image Generation,2026,Free,Yes,91925,AWS,25864766,"research,image,automation"
AITool_1763,Research AI,2022,Enterprise,No,39749,Anthropic,44503816,"text,image,automation"
AITool_1764,Image Generation,2026,Paid,Yes,102703,Anthropic,43043694,"marketing,developer,video"
AITool_1765,Speech AI,2020,Free,No,27700,Anthropic,23057347,"productivity,research,chatbot"
AITool_1766,LLM,2024,Enterprise,Yes,29980,AWS,21477573,"marketing,image,text"
AITool_1767,Marketing AI,2021,Enterprise,No,70801,Meta,38952762,"marketing,research,text"
AITool_1768,Music AI,2020,Enterprise,No,77272,Meta,49680101,"assistant,video,chatbot"
AITool_1769,Coding Assistant,2025,Enterprise,Yes,81261,Adobe,39167791,"productivity,assistant,research"
AITool_1770,Speech AI,2025,Enterprise,No,199263,AWS,21878600,"productivity,assistant,image"
AITool_1771,Marketing AI,2024,Paid,No,182751,Startup,1383239,"marketing,text,voice"
AITool_1772,Marketing AI,2022,Paid,No,128573,Independent,24020790,"assistant,chatbot,voice"
AITool_1773,Design AI,2022,Freemium,Yes,163456,Independent,40696221,"developer,chatbot,automation"
AITool_1774,Image Generation,2026,Free,No,128379,Adobe,12828047,"chatbot,automation,image"
AITool_1775,Research AI,2022,Freemium,No,162451,Independent,18160001,"marketing,design,image"
AITool_1776,Marketing AI,2024,Paid,No,120852,Meta,33225569,"design,automation,research"
AITool_1777,Music AI,2020,Free,Yes,82332,OpenAI,30109742,"research,text,developer"
AITool_1778,Marketing AI,2021,Free,No,165131,Microsoft,13273231,"developer,marketing,chatbot"
AITool_1779,LLM,2020,Freemium,Yes,99739,Adobe,13786634,"productivity,video,voice"
AITool_1780,Marketing AI,2020,Paid,Yes,138474,AWS,4318508,"image,voice,text"
AITool_1781,Productivity AI,2021,Enterprise,No,81050,AWS,38008979,"assistant,research,voice"
AITool_1782,Image Generation,2022,Free,Yes,46183,Independent,34445356,"research,assistant,image"
AITool_1783,Video AI,2024,Freemium,No,153412,Anthropic,8598337,"assistant,chatbot,research"
AITool_1784,Design AI,2022,Free,Yes,47386,Independent,25636137,"chatbot,design,voice"
AITool_1785,Speech AI,2023,Paid,Yes,120598,Independent,4266584,"productivity,marketing,voice"
AITool_1786,Video AI,2021,Enterprise,Yes,32016,AWS,48077782,"voice,marketing,assistant"
AITool_1787,Music AI,2021,Freemium,Yes,128643,Adobe,3956561,"assistant,research,video"
AITool_1788,Image Generation,2021,Enterprise,Yes,79888,Google,37074521,"chatbot,design,research"
AITool_1789,LLM,2024,Enterprise,Yes,125549,Microsoft,39128061,"marketing,text,image"
AITool_1790,Video AI,2022,Enterprise,No,169906,AWS,5000232,"voice,productivity,developer"
AITool_1791,Video AI,2022,Paid,No,119804,Anthropic,29954346,"assistant,text,image"
AITool_1792,Design AI,2026,Freemium,Yes,175766,AWS,19364521,"voice,image,marketing"
AITool_1793,Research AI,2024,Free,No,115779,OpenAI,34955626,"text,image,chatbot"
AITool_1794,Coding Assistant,2022,Paid,Yes,101306,AWS,344863,"voice,developer,image"
AITool_1795,Research AI,2025,Free,No,104229,Microsoft,4936981,"assistant,image,research"
AITool_1796,Marketing AI,2022,Free,No,148474,Google,37645048,"marketing,automation,voice"
AITool_1797,Coding Assistant,2020,Enterprise,Yes,106394,Startup,45581236,"design,voice,assistant"
AITool_1798,Marketing AI,2024,Enterprise,Yes,34499,Google,16261898,"marketing,productivity,voice"
AITool_1799,LLM,2022,Enterprise,No,189099,Meta,36347392,"chatbot,productivity,research"
AITool_1800,Image Generation,2023,Paid,No,36557,Anthropic,31049485,"image,chatbot,voice"
AITool_1801,Marketing AI,2024,Paid,No,164254,Independent,40028476,"video,assistant,image"
AITool_1802,Speech AI,2022,Freemium,No,198354,Google,37708259,"video,chatbot,marketing"
AITool_1803,Speech AI,2025,Freemium,No,141300,Microsoft,28596942,"research,marketing,developer"
AITool_1804,Speech AI,2021,Enterprise,No,926,Adobe,18589424,"image,chatbot,marketing"
AITool_1805,Marketing AI,2026,Enterprise,Yes,99511,Google,1753980,"voice,assistant,productivity"
AITool_1806,Image Generation,2026,Enterprise,Yes,174,Meta,49207057,"video,productivity,research"
AITool_1807,Music AI,2025,Freemium,Yes,6197,Meta,33785681,"design,productivity,voice"
AITool_1808,Speech AI,2024,Freemium,Yes,169528,Startup,31094441,"assistant,image,design"
AITool_1809,Speech AI,2025,Paid,No,124743,Google,9397058,"productivity,voice,assistant"
AITool_1810,Video AI,2021,Freemium,No,73804,Meta,4333762,"marketing,assistant,developer"
AITool_1811,Speech AI,2023,Enterprise,Yes,30419,Google,6621595,"chatbot,productivity,developer"
AITool_1812,Coding Assistant,2024,Freemium,No,61800,Adobe,49552386,"marketing,video,research"
AITool_1813,Video AI,2022,Enterprise,Yes,99837,Anthropic,45587837,"text,video,chatbot"
AITool_1814,Productivity AI,2020,Paid,Yes,26956,Google,6617745,"developer,voice,design"
AITool_1815,Image Generation,2023,Paid,Yes,77535,Anthropic,25410721,"assistant,text,chatbot"
AITool_1816,Productivity AI,2026,Freemium,Yes,17216,Startup,31591174,"marketing,text,research"
AITool_1817,Speech AI,2025,Freemium,Yes,81965,Google,29433542,"automation,marketing,image"
AITool_1818,Marketing AI,2023,Free,Yes,101244,Google,10235958,"voice,marketing,image"
AITool_1819,Productivity AI,2026,Free,No,114037,Adobe,34886248,"voice,chatbot,text"
AITool_1820,Music AI,2026,Enterprise,No,59875,Independent,5285153,"chatbot,video,voice"
AITool_1821,Marketing AI,2023,Paid,No,53941,Independent,39532154,"design,research,productivity"
AITool_1822,Coding Assistant,2025,Enterprise,No,125975,AWS,42380363,"image,video,text"
AITool_1823,Speech AI,2025,Freemium,Yes,161418,Microsoft,24599047,"productivity,marketing,voice"
AITool_1824,Research AI,2025,Free,Yes,86877,OpenAI,12621940,"text,image,productivity"
AITool_1825,Image Generation,2025,Enterprise,No,125826,Google,27029165,"automation,assistant,video"
AITool_1826,Productivity AI,2023,Freemium,Yes,120668,AWS,7298478,"video,assistant,image"
AITool_1827,Design AI,2025,Paid,Yes,16139,Anthropic,13443167,"text,marketing,chatbot"
AITool_1828,Speech AI,2020,Paid,No,74456,Google,33494319,"design,text,voice"
AITool_1829,Research AI,2023,Enterprise,No,118942,Anthropic,37984605,"image,research,marketing"
AITool_1830,Research AI,2020,Freemium,No,1377,Startup,5731139,"research,video,voice"
AITool_1831,LLM,2023,Enterprise,Yes,67975,Microsoft,32417326,"image,automation,video"
AITool_1832,Image Generation,2024,Freemium,No,143264,OpenAI,47793902,"assistant,developer,image"
AITool_1833,Video AI,2020,Freemium,No,53688,Microsoft,40486818,"video,image,design"
AITool_1834,Image Generation,2020,Freemium,Yes,192629,Startup,47647277,"developer,design,chatbot"
AITool_1835,Marketing AI,2020,Paid,No,11033,Anthropic,24888938,"chatbot,text,video"
AITool_1836,Video AI,2021,Freemium,Yes,101155,AWS,14661858,"developer,voice,marketing"
AITool_1837,Marketing AI,2025,Enterprise,No,108465,Adobe,9878804,"research,developer,chatbot"
AITool_1838,Music AI,2020,Paid,Yes,27489,Adobe,22445581,"video,voice,automation"
AITool_1839,Image Generation,2026,Paid,No,103098,AWS,12479416,"voice,productivity,assistant"
AITool_1840,Marketing AI,2024,Paid,No,21334,OpenAI,17445673,"text,research,assistant"
AITool_1841,Image Generation,2021,Freemium,No,40539,Microsoft,33708344,"assistant,text,chatbot"
AITool_1842,Coding Assistant,2025,Paid,No,148068,AWS,16623081,"marketing,productivity,developer"
AITool_1843,Productivity AI,2024,Paid,No,93705,Google,24395675,"research,image,design"
AITool_1844,Research AI,2022,Free,No,40233,Independent,12629037,"voice,developer,video"
AITool_1845,LLM,2024,Freemium,No,162278,Independent,34525879,"marketing,video,voice"
AITool_1846,Research AI,2021,Enterprise,Yes,134842,OpenAI,10229124,"developer,video,text"
AITool_1847,Coding Assistant,2020,Free,Yes,167372,Meta,13611057,"marketing,image,research"
AITool_1848,Coding Assistant,2024,Paid,Yes,4682,Startup,34129061,"voice,developer,design"
AITool_1849,Research AI,2023,Paid,No,87391,Microsoft,1679973,"assistant,research,image"
AITool_1850,Video AI,2021,Free,Yes,110698,Startup,38744536,"assistant,chatbot,text"
AITool_1851,LLM,2022,Paid,No,130930,Anthropic,42508411,"chatbot,text,productivity"
AITool_1852,Design AI,2026,Free,No,175012,Google,20669653,"developer,marketing,chatbot"
AITool_1853,LLM,2025,Freemium,Yes,77500,Startup,6715846,"text,design,video"
AITool_1854,LLM,2024,Freemium,No,77814,Meta,32314301,"video,design,assistant"
AITool_1855,Design AI,2022,Enterprise,No,4564,Meta,1713718,"automation,productivity,chatbot"
AITool_1856,LLM,2020,Paid,No,77774,Adobe,49367425,"automation,marketing,text"
AITool_1857,Speech AI,2026,Enterprise,Yes,196050,Adobe,42988903,"research,developer,marketing"
AITool_1858,LLM,2025,Enterprise,No,184205,Independent,38820457,"image,marketing,design"
AITool_1859,Marketing AI,2026,Paid,Yes,165635,Microsoft,38165238,"chatbot,assistant,voice"
AITool_1860,LLM,2022,Enterprise,No,30275,Startup,35689043,"voice,video,research"
AITool_1861,Productivity AI,2026,Free,Yes,51591,Adobe,3270280,"research,design,developer"
AITool_1862,Video AI,2020,Paid,No,177941,Google,20803764,"text,video,chatbot"
AITool_1863,Video AI,2021,Paid,No,120587,Google,11371041,"text,productivity,research"
AITool_1864,Music AI,2024,Enterprise,Yes,38513,Startup,16735135,"developer,automation,marketing"
AITool_1865,Research AI,2020,Freemium,Yes,128423,Google,14212754,"developer,video,marketing"
AITool_1866,Research AI,2022,Free,No,9757,Startup,45921948,"automation,productivity,text"
AITool_1867,Research AI,2026,Freemium,Yes,124089,Meta,30885238,"text,automation,research"
AITool_1868,Research AI,2024,Enterprise,No,74930,Anthropic,39527496,"image,developer,marketing"
AITool_1869,Speech AI,2024,Freemium,No,115386,AWS,39684048,"image,voice,research"
AITool_1870,Research AI,2023,Enterprise,Yes,96796,OpenAI,35233922,"productivity,marketing,research"
AITool_1871,Research AI,2026,Free,No,34729,Independent,11433043,"voice,image,research"
AITool_1872,Marketing AI,2023,Freemium,Yes,186401,AWS,29093184,"developer,chatbot,marketing"
AITool_1873,Coding Assistant,2021,Free,Yes,149241,Meta,26531580,"marketing,design,developer"
AITool_1874,Music AI,2021,Freemium,No,119143,Startup,19252946,"image,developer,text"
AITool_1875,Research AI,2024,Paid,Yes,33206,Independent,36460033,"image,developer,chatbot"
AITool_1876,Image Generation,2024,Paid,Yes,122867,Anthropic,5771451,"chatbot,assistant,image"
AITool_1877,Speech AI,2026,Freemium,No,160346,Meta,31796122,"text,developer,design"
AITool_1878,Image Generation,2021,Freemium,Yes,84476,Google,15588405,"marketing,design,productivity"
AITool_1879,Design AI,2020,Freemium,No,193077,Independent,17931190,"image,automation,marketing"
AITool_1880,Research AI,2022,Paid,No,60009,Meta,2270705,"productivity,text,assistant"
AITool_1881,Video AI,2026,Free,Yes,187737,Independent,16623969,"developer,assistant,video"
AITool_1882,Research AI,2026,Paid,No,73167,Google,18317639,"text,chatbot,design"
AITool_1883,Research AI,2020,Free,Yes,43435,Microsoft,32595102,"marketing,assistant,productivity"
AITool_1884,Image Generation,2020,Paid,Yes,20730,AWS,27887383,"text,marketing,research"
AITool_1885,Speech AI,2023,Enterprise,Yes,39501,Microsoft,33470376,"automation,productivity,research"
AITool_1886,Coding Assistant,2022,Paid,No,29296,Anthropic,34490708,"assistant,chatbot,marketing"
AITool_1887,Image Generation,2026,Free,No,122601,Google,32475230,"voice,productivity,marketing"
AITool_1888,Research AI,2026,Free,No,82686,Anthropic,36840014,"automation,image,marketing"
AITool_1889,Productivity AI,2022,Paid,Yes,10975,Meta,18581568,"developer,image,chatbot"
AITool_1890,Research AI,2026,Free,Yes,123446,Meta,49532552,"design,image,developer"
